phase,epoch,train_loss,val_loss,style_acc,artist_acc,lr
phase1,55,2.98468773318272,4.26970823854208,0.5896017699115044,0.3999508357915438,8.24724024165092e-05
phase1,56,2.9643484124950334,4.286126658320427,0.591322517207473,0.4003195673549656,8.187119948743451e-05
phase1,57,2.9314577710394767,4.270340479910374,0.5940265486725663,0.4020403146509341,8.126213281678529e-05
phase1,58,2.9058166644152474,4.2582637295126915,0.5959931170108161,0.4005653883972468,8.064535268264886e-05
phase1,59,2.8651348198161406,4.254650063812733,0.5932890855457227,0.40720255653883974,8.002101126629424e-05
phase1,60,2.855059388104607,4.268423810601234,0.5910766961651918,0.40978367748279254,7.93892626146237e-05
phase1,61,2.8350497544980517,4.291394121944904,0.5930432645034415,0.40966076696165193,7.875026260216396e-05
phase1,62,2.8066710303811466,4.247349731624126,0.5972222222222222,0.408062930186824,7.810416889260657e-05
phase1,63,2.7817648887634276,4.227783337235451,0.5950098328416913,0.4103982300884956,7.745114089990662e-05
phase1,64,2.7644421988842534,4.29780138283968,0.5909537856440511,0.40240904621435597,7.679133974894986e-05
phase1,65,2.7361123075672222,4.273758418858051,0.5964847590953786,0.40634218289085544,7.612492823579748e-05
phase1,66,2.7161726783303655,4.249648779630661,0.6036135693215339,0.4110127826941986,7.54520707875186e-05
phase1,67,2.697462319392784,4.214409478008747,0.5961160275319567,0.41531465093411996,7.477293342162041e-05
phase1,68,2.6791543829674813,4.313675634562969,0.5911996066863323,0.40966076696165193,7.408768370508579e-05
phase1,69,2.6612941554948395,4.227560266852379,0.5982055063913471,0.415929203539823,7.339649071302871e-05
phase1,70,2.6345035412732294,4.258303187787533,0.5955014749262537,0.41519174041297935,7.269952498697738e-05
phase1,71,2.609525311226938,4.252580776810646,0.6006637168141593,0.4156833824975418,7.199695849279579e-05
phase1,72,2.5974730014801026,4.275928057730198,0.5958702064896755,0.41519174041297935,7.128896457825367e-05
phase1,73,2.558665246589511,4.295706868171692,0.5967305801376598,0.4144542772861357,7.057571793025548e-05
phase1,74,2.5683355892405793,4.315909221768379,0.5923058013765978,0.4142084562438545,6.985739453173907e-05
phase1,75,2.5299600451600317,4.312808997929096,0.6006637168141593,0.41629793510324486,6.913417161825454e-05
phase1,76,2.51521232548882,4.306652322411537,0.5970993117010817,0.41875614552605706,6.840622763423395e-05
phase1,77,2.4930573547587676,4.296634525060654,0.6004178957718781,0.41863323500491645,6.76737421889629e-05
phase1,78,2.4813764871335495,4.266228072345257,0.605457227138643,0.42133726647000985,6.693689601226463e-05
phase1,79,2.4676569732965206,4.339167669415474,0.5983284169124877,0.41764995083579154,6.619587090990752e-05
phase2,1,2.6640190302156936,4.1475963070988655,0.6044739429695182,0.42391838741396265,9.990133642141359e-05
phase2,2,2.51885253868851,4.143304884433746,0.61492133726647,0.43301376597836777,9.96057350657239e-05
phase2,3,2.418523660360598,4.04044671356678,0.6135693215339233,0.4471484759095379,9.911436253643444e-05
phase2,4,2.3288175110723457,4.098753549158573,0.617748279252704,0.4435840707964602,9.842915805643155e-05
phase2,5,2.2518217975018073,4.068879559636116,0.6200835791543756,0.4500983284169125,9.755282581475769e-05
phase2,6,2.1708347493526983,4.021912135183811,0.6293018682399213,0.45366273352999015,9.648882429441257e-05
phase2,7,2.1021232109443813,4.064648628234863,0.6290560471976401,0.45747295968534907,9.524135262330098e-05
phase2,8,2.0389554332284368,4.093429736793041,0.6251229105211407,0.45685840707964603,9.381533400219317e-05
phase2,9,1.9672789255777994,4.146523863077164,0.6301622418879056,0.4637413962635202,9.221639627510075e-05
phase2,10,1.9132297043706856,4.096793495118618,0.6245083579154376,0.45993117010816126,9.045084971874735e-05
phase2,11,1.8546581165463316,4.154979452490807,0.6365535889872173,0.46595378564405115,8.852566213878945e-05
phase2,12,1.7902395374634688,4.176678568124771,0.6286873156342183,0.4693952802359882,8.644843137107056e-05
phase2,13,1.7414439837137858,4.194984421133995,0.6333579154375615,0.46828908554572274,8.422735529643442e-05
phase2,14,1.6836574984531776,4.235511429607868,0.630653883972468,0.466937069813176,8.187119948743447e-05
phase2,15,1.6361121607761757,4.203869663178921,0.6284414945919371,0.4668141592920354,7.938926261462366e-05
phase2,16,1.5857988427667056,4.196049988269806,0.6361848574237955,0.47136184857423796,7.679133974894982e-05
